Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,City,Customer_Segment,Payment_Method
ORD08352,2025-09-21,CUST00619,Laptop,Electronics,2,1270.71,0.1,2287.28,2120.08,167.2,Hyderabad,Home Office,Cash
ORD07686,2024-06-23,CUST00105,Blender,Home Appliances,8,169.43,0.25,1016.58,1140.64,-124.06,Ahmedabad,Home Office,CreditCard
ORD04721,2023-11-04,CUST02886,Headphones,Electronics,4,99.25,0.0,397.0,263.52,133.48,Mumbai,Home Office,Cash
ORD08027,2024-08-23,CUST01388,Keyboard,Electronics,8,118.67,0.15,806.96,591.04,215.92,Bhubaneswar,Home Office,PayPal
ORD07886,2024-09-11,CUST00166,T-Shirt,Fashion,1,19.49,0.2,15.59,17.83,-2.24,Bangalore,Corporate,Cash
ORD07106,2023-03-15,CUST02846,Jacket,Fashion,4,211.48,0.05,803.62,542.2,261.42,Hyderabad,Corporate,Cash
ORD10564,2025-01-22,CUST01371,Bookshelf,Furniture,5,195.12,0.0,975.6,852.05,123.55,Kolkata,Home Office,Debit Card
ORD03316,2023-12-04,CUST00080,Microwave,Home Appliances,8,180.98,0.2,1158.27,1306.4,-148.13,Ahmedabad,Corporate,Cash
ORD03603,2025-01-23,CUST01896,Office Chair,Furniture,6,487.01,0.25,2191.55,1980.12,211.43,Bhubaneswar,Home Office,UPI
ORD08954,2025-10-09,CUST01252,Jacket,Fashion,5,265.18,0.25,994.43,999.35,-4.92,Kolkata,Home Office,UPI
ORD09486,2024-08-21,CUST00792,Shoes,Fashion,4,153.87,0.2,492.38,426.2,66.18,Ahmedabad,Corporate,Debit Card
ORD09793,21/02/2025,CUST02807,Backpack,Accessories,7,129.93,0.15,773.08,599.55,173.53,Mumbai,Home Office,UPI
ORD07230,2023-12-16,CUST00779,Desk,Furniture,5,471.97,0.05,2241.86,1647.1,594.76,Mumbai,Home Office,Cash
ORD07274,2023-09-26,CUST00039,Microwave,Home Appliances,7,599.03,0.25,3144.91,2688.84,456.07,Pune,Home Office,PayPal
ORD04490,2024-07-18,CUST01825,Backpack,Accessories,7,100.39,0.1,632.46,526.19,106.27,Pune,Home Office,Cash
ORD00896,2025-02-08,CUST03391,Smartphone,Electronics,7,767.25,0.1,4833.68,3206.21,1627.47,Bangalore,Consumer,Debit Card
ORD01531,2025-12-08,CUST01056,Monitor,Electronics,2,326.41,0.0,652.82,506.92,145.9,Hyderabad,Home Office,Credit Card
ORD06364,2024-02-06,CUST00846,Desk,Furniture,2,388.56,0.25,582.84,592.62,-9.78,Kolkata,Corporate,PayPal
ORD03596,2025-06-15,CUST00119,Coffee Maker,Home Appliances,6,96.26,0.15,490.93,445.44,45.49,Hyderabad,Home Office,Cash
ORD07174,2025-08-25,CUST01212,Bookshelf,Furniture,6,174.32,0.15,889.03,603.36,285.67,Chennai,Consumer,Credit Card
ORD08840,2023-01-13,CUST02521,Backpack,Accessories,5,100.23,0.1,451.04,455.6,-4.56,Chennai,Corporate,Credit Card
ORD09773,2025-08-18,CUST00875,Blender,Home Appliances,4,91.61,0.15,311.47,330.28,-18.81,Bangalore,Corporate,Debit Card
ORD02956,2025-09-06,CUST02752,Coffee Maker,Home Appliances,1,55.77,0.1,50.19,42.79,7.4,Delhi,Corporate,Credit Card
ORD09028,2025-10-16,CUST00285,T-Shirt,Fashion,4,112.97,0.2,361.5,272.48,89.02,Mumbai,Consumer,Cash
ORD09097,2025-07-22,CUST00316,Blender,Home Appliances,5,69.84,0.25,261.9,233.2,28.7,Hyderabad,Consumer,Debit Card
ORD10881,2024-07-23,CUST01625,Keyboard,Electronics,1,57.58,0.05,54.7,53.43,1.27,Mumbai,Home Office,UPI
ORD07853,2023-02-11,CUST00360,Laptop,Electronics,7,704.64,0.2,3945.98,4212.32,-266.34,Kolkata,Home Office,Credit Card
ORD00380,2024-11-23,CUST02434,Bookshelf,Furniture,2,224.05,0.0,448.1,312.72,135.38,Bhubaneswar,Corporate,Credit Card
ORD05873,2023-08-14,CUST01154,Jacket,Fashion,8,214.63,0.0,1717.04,1046.88,670.16,Bhubaneswar,Corporate,Credit Card
ORD09113,2023-07-31,CUST00673,Bookshelf,Furniture ,3,163.23,0.15,416.24,333.66,82.58,Delhi,Home Office,Debit Card
ORD08728,2025-04-12,CUST00569,Blender,Home Appliances,3,60.68,0.0,182.04,108.12,73.92,Pune,Home Office,Debit Card
ORD02999,2024-12-24,CUST02683,Shoes,Fashion,5,86.21,0.05,409.5,298.7,110.8,Jaipur,Corporate,Debit Card
ORD02610,2025-12-27,CUST03339,Office Chair,Furniture,7,172.1,0.0,1204.7,980.14,224.56,Ahmedabad,Corporate,Upi
ORD08785,2025-01-21,CUST02816,Jacket,Fashion,5,65.0,0.0,325.0,188.95,136.05,Hyderabad,Corporate,Credit Card
ORD02413,2024-12-24,CUST01294,Jacket,Fashion,3,52.68,0.25,118.53,117.54,0.99,Bangalore,Consumer,Debit Card
ORD09481,2024-11-15,CUST02491,Bookshelf,Furniture,1,277.27,0.0,277.27,260.38,16.89,Chennai,Consumer,PayPal
ORD11506,2023-05-02,,Office Chair,Furniture,8,451.31,0.2,2888.38,2150.32,738.06,Chennai,Home Office,Cash
ORD09662,2023-08-27,CUST00432,Desk,Furniture,6,398.55,0.1,2152.17,1713.54,438.63,Jaipur,Corporate,Debit Card
ORD01484,2024-06-06,,Smartphone,Electronics,6,944.26,0.05,5382.28,4405.32,976.96,Ahmedabad,Home Office,Cash
ORD03356,19/02/2023,CUST02070,Keyboard,electronics,4,59.83,0.15,203.42,155.92,47.5,Hyderabad,Home Office,PayPal
ORD09245,2023-05-04,CUST03219,Coffee Maker,Home Appliances,8,341.72,0.0,2733.76,1919.68,814.08,Pune,Home Office,Debit Card
ORD10661,2023-11-27,CUST01443,Bookshelf,Furniture,5,168.45,0.2,673.8,643.45,30.35,Ahmedabad,Corporate,Debit Card
ORD03412,2025-11-28,CUST01242,Desk,Furniture,4,311.3,0.25,933.9,1026.84,-92.94,Bhubaneswar,Home Office,Cash
ORD08778,2024-12-21,CUST03157,Blender,Home Appliances,1,160.38,0.15,136.32,112.3,24.02,Delhi,Corporate,UPI
ORD06408,2024-10-30,CUST02315,Bookshelf,Furniture,4,325.99,,977.97,1077.76,-99.79,Bangalore,Consumer,Debit Card
ORD08302,2023-11-23,CUST03058,Headphones,Electronics,3,$192.65,0.25,433.46,424.86,8.6,Jaipur,Home Office,Debit Card
ORD08297,2024-03-30,CUST02619,Smartphone,Electronics,2,1085.26,0.1,1953.47,1575.02,378.45,Bhubaneswar,Corporate,UPI
ORD03435,2025-06-08,CUST01122,Monitor,Electronics,2,322.07,0.15,547.52,480.82,66.7,Hyderabad,Consumer,Debit Card
ORD08292,2024-06-13,CUST02578,Smartphone,Electronics,8,680.2,0.0,5441.6,3895.2,1546.4,Chennai,Corporate,PayPal
ORD11433,2025-11-09,CUST01736,Microwave,Home Appliances,5,140.19,0.15,595.81,625.8,-29.99,Bangalore,Home Office,UPI
ORD04990,2025-07-03,CUST03491,Office Chair,Furniture,6,283.24,0.1,1529.5,1457.28,72.22,Jaipur,Home Office,Cash
ORD07720,2023-10-16,CUST02026,Monitor,Electronics,5,445.75,0.1,2005.88,1372.9,632.98,,Consumer,Cash
ORD06109,2025-05-26,CUST02009,T-Shirt,Fashion,7,35.73,0.05,237.6,209.93,27.67,Kolkata,Corporate,UPI
ORD04772,2023-08-07,CUST02559,Shoes,Fashion,4,42.21,0.1,151.96,123.92,28.04,Delhi,Consumer,Cash
ORD04309,2023-05-22,CUST02160,Blender,Home Appliances,5,111.71,0.0,558.55,334.55,224.0,Bhubaneswar,Corporate,PayPal
ORD11434,2025-05-23,CUST03328,Shoes,Fashion,4,106.7,0.25,320.1,382.6,-62.5,Hyderabad,Consumer,Credit Card
ORD02910,2024-06-16,CUST02167,T-Shirt,Fashion,7,49.62,0.15,295.24,234.78,60.46,Ahmedabad,Home Office,UPI
ORD08763,2025-06-28,CUST02398,T-Shirt,Fashion,5,64.65,0.0,323.25,216.15,107.1,Chennai,Corporate,Debit Card
ORD02875,2023-04-30,CUST00574,Desk,Furniture,2,418.5,0.2,669.6,664.72,4.88,Pune,Consumer,Credit Card
ORD02814,2025-04-15,,T-Shirt,Fashion,4,34.63,0.25,103.89,96.0,7.89,Bhubaneswar,Home Office,UPI
ORD10829,2025-01-30,CUST01116,Shoes,Fashion,2,81.2,0.2,129.92,140.44,-10.52,Delhi,Consumer,Debit Card
ORD05152,2025-12-31,CUST01021,Bookshelf,Furniture,3,153.7,0.2,368.88,353.19,15.69,Hyderabad,Consumer,Credit Card
ORD09256,2023-02-20,CUST00489,Desk,Furniture,5,177.54,0.05,843.31,523.95,319.36,Delhi,Consumer,Debit Card
ORD07848,2024-05-15,CUST03103,Office Chair,Furniture,6,502.99,0.1,2716.15,1817.58,898.57,Mumbai,Home Office,UPI
ORD06182,2023-10-13,CUST02428,T-Shirt,Fashion,6,68.45,0.0,410.7,266.4,144.3,Mumbai,Consumer,Cash
ORD07815,2024-11-28,CUST02563,Bookshelf,Furniture,7,223.72,0.05,1487.74,1046.85,440.89,Ahmedabad,Corporate,Debit Card
ORD02146,2023-12-17,,Monitor,Electronics,3,317.82,0.2,762.77,851.85,-89.08,Pune,Home Office,Credit Card
ORD00614,2023-08-20,CUST00737,Bookshelf,Furniture,8,114.36,0.2,731.9,821.76,-89.86,Bhubaneswar,Home Office,PayPal
ORD05096,2024-08-11,CUST02634,Microwave,Home Appliances,5,466.17,0.25,1748.14,1763.2,-15.06,Mumbai,Consumer,Credit Card
ORD07943,2023-04-17,CUST01041,Shoes,Fashion,5,133.11,0.05,632.27,440.3,191.97,HYDERABAD,Home Office,Credit Card
ORD08398,2024-12-27,CUST02484,Jacket,Fashion,7,254.67,0.25,1337.02,1435.07,-98.05,Jaipur,Home Office,Credit Card
ORD11051,2023-02-27,CUST00879,Headphones,Electronics,1,114.15,0.25,85.61,84.64,0.97,Kolkata,Home Office,UPI
ORD02168,2023-01-18,CUST01239,Jacket,Fashion,4,256.88,0.1,924.77,709.96,214.81,Bhubaneswar,Corporate,Debit Card
ORD04059,2025-04-28,CUST01926,Blender,Home Appliances,8,80.61,0.1,580.39,590.8,-10.41,BANGALORE,Consumer,Credit Card
ORD09230,2024-04-14,CUST00701,T-Shirt,Fashion,6,15.18,0.0,91.08,76.14,14.94,Kolkata,Home Office,Credit Card
ORD02037,2023-07-04,,Keyboard,Electronics,7,163.56,0.25,858.69,791.21,67.48,Pune,Home Office,UPI
ORD04013,2025-11-13,CUST02362,Monitor,Electronics,2,534.23,0.05,1015.04,662.22,352.82,Delhi,Corporate,Debit Card
ORD09162,2023-03-21,CUST00128,Laptop,Electronics,7,1149.8,0.25,6036.45,6156.01,-119.56,Mumbai,Home Office,Debit Card
ORD03785,2024-03-16,CUST02936,Laptop,Electronics,6,1143.63,0.25,5146.34,5740.5,-594.16,Kolkata,Home Office,UPI
ORD03860,2023-02-13,CUST02460,Jacket,Fashion,7,206.47,0.05,1373.03,1097.6,275.43,Mumbai,Consumer,UPI
ORD11764,2025-03-12,CUST02345,Monitor,Electronics,1,457.01,0.15,388.46,395.57,-7.11,Bangalore,Home Office,Credit Card
ORD02475,2025-10-22,CUST00129,Laptop,Electronics,6,1579.76,0.15,8056.78,5927.58,2129.2,Hyderabad,Consumer,UPI
ORD03400,2024-05-20,CUST02493,Keyboard,Electronics,8,86.12,0.05,654.51,654.56,-0.05,Bangalore,Home Office,Debit Card
ORD01571,2023-11-16,CUST02627,Desk,Furniture,3,370.65,0.25,833.96,895.77,-61.81,Kolkata,Home Office,Debit Card
ORD07891,2025-09-21,CUST03454,Monitor,Electronics,8,538.69,0.25,3232.14,3738.24,-506.1,Jaipur,Consumer,Credit Card
ORD02537,2023-11-21,CUST02703,Blender,Home Appliances,1,152.68,0.2,122.14,144.97,-22.83,Jaipur,Corporate,UPI
ORD09001,2024-01-29,CUST03093,Bookshelf,Furniture,4,368.76,0.25,1106.28,872.4,233.88,Bangalore,Home Office,Debit Card
ORD10039,2025-09-09,CUST02567,Coffee Maker,Home Appliances,5,313.27,0.25,1174.76,1161.35,13.41,Hyderabad,Consumer,Credit Card
ORD00136,2025-08-29,,Office Chair,Furniture,6,445.83,0.25,2006.24,1557.48,448.76,Bangalore,Consumer,Credit Card
ORD04339,2025-05-02,CUST00332,Coffee Maker,Home Appliances,6,180.53,0.15,920.7,829.8,90.9,Kolkata,Corporate,PayPal
ORD03039,2025-10-31,CUST00395,Shoes,Fashion,3,166.45,0.15,424.45,409.95,14.5,Hyderabad ,Consumer,Debit Card
ORD00519,2024-08-25,CUST01393,Headphones,Electronics,2,126.97,0.2,203.15,176.22,26.93,Bangalore,Home Office,UPI
ORD10256,2024-12-16,CUST03129,Smartphone,Electronics,8,910.66,0.25,5463.96,4431.04,1032.92,Mumbai,Corporate,PayPal
ORD00928,2023-10-24,CUST00235,Office Chair,Furniture,1,223.99,0.25,167.99,158.59,9.4,Delhi,Home Office,PayPal
ORD10653,2025-09-11,CUST01241,Jacket,Fashion,4,312.41,0.25,937.23,773.72,163.51,Kolkata,Home Office,Cash
ORD00750,2023-11-12,CUST01076,Shoes,Fashion,4,150.68,0.0,602.72,563.92,38.8,Chennai,Home Office,Cash
ORD09226,2024-01-10,CUST00690,Smartphone,Electronics,4,1370.55,0.0,5482.2,3260.08,2222.12,Bangalore,Home Office,Credit Card
ORD08279,2023-07-31,CUST02963,Blender,Home Appliances,5,289.11,0.1,1301.0,840.75,460.25,Mumbai,Home Office,Debit Card
ORD05020,2024-06-03,CUST02058,Coffee Maker,Home Appliances,7,213.63,0.15,1271.1,855.82,415.28,Mumbai,Home Office,Debit Card
ORD09423,2025-10-16,CUST01300,Microwave,Home Appliances,4,390.32,,1170.96,901.96,269.0,Delhi,Home Office,Credit Card
ORD05509,2024-04-01,CUST02735,Blender,Home Appliances,7,262.11,0.05,1743.03,1063.72,679.31,Kolkata,Corporate,UPI
ORD10725,2023-01-07,CUST02383,Shoes,Fashion,4,190.98,0.0,763.92,469.4,294.52,Hyderabad,Corporate,Credit Card
ORD05647,2025-01-01,CUST00354,Blender,Home Appliances,7,83.29,0.2,466.42,551.74,-85.32,Bangalore,Home Office,PayPal
ORD04030,2023-02-03,,Smartphone,Electronics,4,546.18,0.0,2184.72,1795.12,389.6,Jaipur,Corporate,Debit Card
ORD07837,2023-03-02,CUST00717,Blender,Home Appliances,3,210.47,0.25,473.56,450.57,22.99,Kolkata,Consumer,UPI
ORD06652,2025-03-13,CUST00137,Bookshelf,Furniture,1,251.6,0.1,226.44,194.27,32.17,Ahmedabad,Consumer,UPI
ORD02789,2025-07-26,CUST02155,Microwave,Home Appliances,6,177.71,0.1,959.63,956.34,3.29,Jaipur,Corporate,PayPal
ORD05454,2025-09-04,CUST01602,Laptop,Electronics,1,1550.32,0.05,1472.8,987.72,485.08,Ahmedabad,Consumer,Cash
ORD10235,2024-04-17,CUST02035,Microwave,Home Appliances,6,609.17,0.15,3106.77,2129.7,977.07,Hyderabad,Consumer,PayPal
ORD09815,2024-12-26,CUST02365,Desk,Furniture,1,405.27,0.05,385.01,348.89,36.12,Jaipur,Home Office,Cash
ORD07183,2023-09-06,CUST01022,Backpack,Accessories,7,66.82,0.2,374.19,284.2,89.99,Bangalore,Consumer,Credit Card
ORD02484,2025-09-02,,Laptop,Electronics,6,$1090.15,0.15,5559.77,3874.68,1685.09,Pune,Home Office,PayPal
ORD00555,2023-05-27,CUST02225,Microwave,Home Appliances,3,354.18,0.15,903.16,975.51,-72.35,Ahmedabad,Consumer,Debit Card
ORD11132,2025-11-15,CUST00996,Smartphone,Electronics,8,1082.65,0.05,8228.14,6037.12,2191.02,Kolkata,Corporate,PayPal
ORD11560,2024-03-13,CUST01628,Office Chair,Furniture,7,555.1,0.25,2914.28,2223.76,690.52,Delhi,Consumer,Debit Card
ORD02211,2023-05-27,CUST00901,T-Shirt,Fashion,3,46.3,0.25,104.17,131.1,-26.93,Kolkata,Consumer,Cash
ORD03131,2024-11-15,CUST00567,T-Shirt,Fashion,4,46.49,0.2,148.77,108.84,39.93,Bhubaneswar,Corporate,Debit Card
ORD08171,2023-06-25,CUST02848,Shoes,Fashion,1,171.51,0.2,137.21,102.91,34.3,Ahmedabad,Consumer,Cash
ORD11160,2025-01-23,CUST01725,Shoes,Fashion,8,193.94,0.0,1551.52,1004.08,547.44,Hyderabad,Corporate,Debit Card
ORD09137,2025-06-29,CUST01176,Laptop,Electronics,1,1434.48,0.2,1147.58,861.75,285.83,Hyderabad,Corporate,Debit Card
ORD06878,2025-11-15,CUST03103,Coffee Maker,Home Appliances,5,69.79,,348.95,310.35,38.6,Mumbai,Corporate,UPI
ORD00219,2024-04-11,CUST02955,Keyboard,Electronics,1,146.31,0.1,131.68,99.68,32.0,Hyderabad,Home Office,Cash
ORD08945,2023-10-06,CUST02912,Smartphone,Electronics,5,542.33,0.2,2169.32,2441.15,-271.83,Mumbai,Home Office,PayPal
ORD00701,2023-10-09,,Blender,Home Appliances,7,198.41,0.25,1041.65,1087.66,-46.01,Delhi,Consumer,PayPal
ORD04774,2023-09-10,CUST00393,T-Shirt,Fashion,8,44.63,0.05,339.19,213.6,125.59,Delhi,Consumer,Cash
ORD05099,2023-11-27,CUST01597,Backpack,Accessories,2,165.14,0.25,247.71,195.04,52.67,Ahmedabad,Corporate,UPI
ORD00150,2025-07-31,,Keyboard,Electronics,1,54.41,0.05,51.69,31.52,20.17,Pune,Consumer,Cash
ORD05150,2024-02-21,CUST00958,Monitor,Electronics,7,479.2,0.0,3354.4,2331.91,1022.49,Ahmedabad,Home Office,Debit Card
ORD04603,2024-09-27,CUST03354,Laptop,Electronics,8,1471.5,0.25,8829.0,9260.08,-431.08,Pune,Consumer,UPI
ORD01040,2025-11-02,CUST01223,Keyboard,Electronics,1,116.64,0.0,116.64,105.15,11.49,Pune,Home Office,Debit Card
ORD05502,2025-06-27,CUST02161,T-Shirt,Fashion,5,35.11,0.0,175.55,122.6,52.95,Mumbai,Home Office,Cash
ORD00933,2024-08-18,CUST01804,Laptop,Electronics,1,859.99,0.05,816.99,597.93,219.06,Delhi,Home Office,PayPal
ORD05325,2025-01-13,CUST03479,Jacket,Fashion,4,104.28,0.1,375.41,244.2,131.21,Jaipur,Home Office,UPI
ORD08494,2023-03-29,CUST00163,Headphones,Electronics,6,124.2,0.25,558.9,650.88,-91.98,Ahmedabad,Consumer,UPI
ORD01352,2023-11-10,CUST02891,Blender,Home Appliances,6,48.78,0.25,219.51,273.48,-53.97,Mumbai,Consumer,Credit Card
ORD09805,2024-06-04,CUST02058,Desk,Furniture,1,543.25,0.05,516.09,371.77,144.32,Bhubaneswar,Consumer,Cash
ORD09970,2024-11-25,CUST01211,T-Shirt,Fashion,1,80.78,0.1,72.7,56.38,16.32,Chennai,Home Office,Cash
ORD07765,2024-05-16,CUST00600,T-Shirt,Fashion,4,28.61,0.2,91.55,89.84,1.71,Ahmedabad,Corporate,Debit Card
ORD10780,2025-10-07,CUST01376,Laptop,Electronics,4,1688.89,0.15,5742.23,4473.84,1268.39,Delhi,Consumer,Debit Card
ORD09081,2023-02-27,CUST01373,Monitor,Electronics,6,295.72,0.1,1596.89,1066.32,530.57,Pune,Corporate,Cash
ORD00648,2023-10-22,,Keyboard,Electronics,8,122.01,0.05,927.28,707.6,219.68,Chennai,Corporate,Cash
ORD11473,2023-07-04,CUST01911,Microwave,Home Appliances,6,249.2,,1121.4,1131.0,-9.6,Pune,Corporate,PayPal
ORD06881,2024-08-21,CUST01615,Blender,Home Appliances,8,194.33,0.0,1554.64,1377.52,177.12,Delhi,Consumer,Cash
ORD05158,2023-07-17,CUST01122,Blender,Home Appliances,8,86.51,0.2,553.66,460.64,93.02,Kolkata,Home Office,UPI
ORD08422,2024-01-16,CUST01914,Headphones,Electronics,5,132.1,0.2,528.4,482.55,45.85,Hyderabad,Corporate,PayPal
ORD02702,2024-10-07,CUST03334,Jacket,Fashion,7,219.18,0.25,1150.69,1428.49,-277.8,Pune,Consumer,UPI
ORD03648,2024-11-26,CUST02906,Jacket,Fashion,1,105.11,0.1,94.6,65.78,28.82,Chennai,Corporate,UPI
ORD10208,2024-02-03,CUST02478,Smartphone,Electronics,8,874.94,0.0,6999.52,5320.0,1679.52,Delhi,Consumer,Cash
ORD08951,2023-12-25,CUST02242,Jacket,Fashion,4,107.66,0.0,430.64,255.44,175.2,Bhubaneswar,Home Office,PayPal
ORD10146,2025-07-07,CUST01511,Monitor,Electronics,2,$284.37,0.1,511.87,391.74,120.13,Delhi,Consumer,UPI
ORD00397,2023-07-21,CUST00934,Laptop,Electronics,5,975.61,0.15,4146.34,3848.05,298.29,Mumbai,Corporate,Cash
ORD04041,2025-12-06,CUST03280,Headphones,Electronics,8,166.71,0.0,1333.68,1014.64,319.04,Bhubaneswar,Home Office,PayPal
ORD03509,2024-11-27,CUST02379,Monitor,Electronics,5,491.2,0.1,2210.4,1875.25,335.15,Pune,Consumer,Debit Card
ORD00294,2024-03-28,CUST01826,Laptop,Electronics,4,$864.32,0.2,2765.82,2456.36,309.46,Pune,Corporate,Cash
ORD09385,2025-11-16,CUST03061,Smartphone,Electronics,4,960.66,0.1,3458.38,2930.76,527.62,Delhi,Corporate,Cash
ORD07404,2025-11-03,CUST02605,Microwave,Home Appliances,3,472.6,0.15,1205.13,982.32,222.81,Bangalore,Home Office,Credit Card
ORD06518,2024-11-26,CUST00045,Monitor,Electronics,5,507.15,0.1,2282.18,1782.55,499.63,Pune,Consumer,Cash
ORD05157,2024-04-02,CUST03100,Jacket,Fashion,6,260.85,0.2,1252.08,929.4,322.68,Hyderabad,Home Office,Debit Card
ORD00201,2023-12-04,CUST00664,Bookshelf,Furniture,2,380.98,0.1,685.76,539.38,146.38,Pune,Home Office,Debit Card
ORD10216,2023-05-08,CUST01776,Jacket,Fashion,8,274.97,0.15,1869.8,1698.72,171.08,Bangalore,Home Office,UPI
ORD11592,2023-11-26,CUST03013,Headphones,Electronics,1,165.24,0.0,165.24,120.38,44.86,Bangalore,Corporate,Credit Card
ORD04880,2023-01-13,CUST00023,Desk,Furniture,8,135.65,0.0,1085.2,838.96,246.24,Ahmedabad,Corporate,PayPal
ORD00071,2023-12-27,,Desk,Furniture,8,674.1,0.15,4583.88,3490.24,1093.64,Jaipur,Home Office,UPI
ORD07966,2023-05-06,CUST01468,Jacket,Fashion,1,141.98,0.2,113.58,97.21,16.37,Kolkata,Consumer,Debit Card
ORD00358,2023-06-22,CUST02386,Headphones,Electronics,7,73.01,0.25,383.3,389.97,-6.67,Bhubaneswar,Corporate,Credit Card
ORD08009,2023-10-21,CUST01791,Shoes,Fashion,4,150.85,0.0,603.4,501.6,101.8,Pune,Consumer,PayPal
ORD09699,2025-11-23,CUST01713,Headphones,Electronics,4,79.83,0.2,255.46,217.92,37.54,Mumbai,Home Office,Cash
ORD01122,2023-08-02,,Laptop,electronics,7,1271.93,0.0,8903.51,7505.19,1398.32,Pune,Home Office,UPI
ORD10191,2025-04-17,CUST00547,Keyboard,Electronics,8,168.87,0.05,1283.41,909.28,374.13,Pune,Corporate,PayPal
ORD02145,2024-04-07,CUST02924,Bookshelf,Furniture,2,277.59,0.05,527.42,344.66,182.76,Jaipur,Consumer,Debit Card
ORD05119,2023-12-16,CUST02108,Jacket,Fashion,6,192.21,0.0,1153.26,836.94,316.32,Kolkata,Consumer,Credit Card
ORD03609,2024-08-28,CUST01310,Smartphone,Electronics,6,619.76,0.25,2788.92,2667.54,121.38,Mumbai,Consumer,Debit Card
ORD09217,2025-01-20,CUST02948,Keyboard,Electronics,3,89.41,0.05,254.82,182.76,72.06,Chennai,Home Office,Debit Card
ORD09157,2023-06-14,CUST03142,Desk,Furniture,4,582.04,0.0,2328.16,1378.2,949.96,Ahmedabad,Consumer,Cash
ORD04741,2024-07-07,CUST02378,Keyboard,Electronics,4,58.72,0.15,199.65,209.92,-10.27,Pune,Consumer,Cash
ORD07223,03/08/2024,CUST01019,T-Shirt,Fashion,5,30.74,0.1,138.33,100.45,37.88,Bangalore,Consumer,Debit Card
